Date,SZ,DFM,NXZ50,Russia,WIG,SET,Singapore,Italy
2018/11/23,2579.48,,8701.38,1113.52,56788.04,1622.1,3052.49,18714.9
2018/11/22,2645.43,2754.91,8703.16,1138.38,56932.62,1604.4,3041.38,18603.04
2018/11/21,2651.51,2756.69,8672.4,1127.42,56451.9,1617.33,3038.65,18731.55
2018/11/20,2645.85,2750.14,8720.3,1116.85,55205.54,1612.03,3026.99,18471.38
2018/11/19,2703.51,2783.9,8792.93,1135.71,55911.21,1636.48,3065.07,18823.13
2018/11/16,2679.11,,8809.7,1134.93,55442.1,1635,3083.6,18878.31
2018/11/15,2668.17,2778.76,8825.89,1131.13,56329.01,1638.83,3054.53,18905.36
2018/11/14,2632.24,2776.38,8827.74,1117.26,56865.17,1652.3,3043.19,19077.47
2018/11/13,2654.88,2775.51,8861.52,1100.05,56652.31,1659.78,3053.6,19226.52
2018/11/12,2630.52,2802.88,8956.85,1114.75,,1654.85,3068.15,19055.92
2018/11/9,2598.87,,8931.4,1121.38,56924.39,1668.52,3077.97,19258.11
2018/11/8,2635.63,2825.86,8896.01,1155.27,57655.73,1681.73,3093.24,19429.14
2018/11/7,2641.34,2829.23,8854.79,1164.27,57818.43,1675.33,3065.36,19540.94
2018/11/6,2659.36,2815.6,8816.42,1151.14,56926.12,1669.33,,19268.29
2018/11/5,2665.43,2794.8,8778.78,,57000.37,1670.58,3060.62,19281.03
2018/11/2,2676.48,,8835.6,1134.8,56321.58,1681.84,3116.39,19390.34
2018/11/1,2606.24,2805.22,8843.83,1131.38,,1667.55,3060.85,19185.14
2018/10/31,2602.78,2784.6,8752.31,1126.21,55312.71,1669.09,3018.8,19050.22
2018/10/30,2568.05,2743.54,8648.38,1105.33,54608.78,1638.51,2966.45,18998.8
2018/10/29,2542.1,2714.83,8615.54,1112.61,54286.29,1636.88,2981.54,19039.85
2018/10/26,2598.85,,8568.4,1098.31,54027.32,1628.96,2972.02,18683.27
2018/10/25,2603.8,2736.4,8568.23,1120.69,55271.63,1644.33,3012.84,18815.32
2018/10/24,2603.3,2738.01,8642.24,1125.08,55379.91,1623.37,3032.08,18485.46
2018/10/23,2594.83,2753.07,8673.18,1106.82,55490.46,,3031.39,18802.47
2018/10/22,2654.88,2747.39,8732.67,1116.56,56516.23,1658.56,3078.06,18966.22
2018/10/19,2550.47,,8802.26,1126.97,56642.84,1667.91,3062.51,19080.16
2018/10/18,2486.42,2757.73,8910.59,1140.17,56560.93,1682.91,3069.67,19087.53
2018/10/17,2561.61,2741.5,8911.79,1162.79,56879.27,1695.04,3071.1,19454.99
2018/10/16,2546.33,2727.87,8803.45,1165.87,57156.19,1697.87,3034.31,19717.83
2018/10/15,2568.1,2713.05,8838.07,1146.72,56227.33,,3045.97,19287.64
2018/10/12,2606.91,,8843.24,1141.35,56516.02,1696.16,3069.17,19255.98
2018/10/11,2583.46,2755.32,8721.2,1124.08,55941.06,1682.89,3047.39,19356.61
2018/10/10,2725.84,2810.63,9050.82,1143.35,56830.18,1721.82,3131.48,19719.04
2018/10/9,2721.01,2777.82,9069.98,1159.47,57899.81,1696.92,3166.6,20062.25
2018/10/8,2716.51,2774.62,9147.1,1158.25,57515.36,1696.22,3181.45,19851.47
2018/10/5,,,9214.87,1159.33,58415.84,1720.52,3209.79,20345.96
2018/10/4,,2791.71,9257.18,1160.76,58736.08,1729.4,3231.59,20612.93
2018/10/3,,2814.97,9293.95,1196.03,59192.45,1741.96,3267.4,20736.01
2018/10/2,,2838.71,9326.59,1181.61,58824.14,1748.09,3242.65,20562.31
2018/10/1,,2849.56,9327.27,1191.28,58957.02,1760.47,3255.46,20609.99
2018/9/28,2821.35,,9351.06,1192.04,58974.76,1756.41,3257.05,20711.7
2018/9/27,2791.77,2825.76,9286.4,1187.88,59616.27,1752.95,3236.26,21511.07
2018/9/26,2806.81,2775.57,9349.85,1160.78,59450.56,1749.93,3239.1,21646.34
2018/9/25,2781.14,2754.04,9345.96,1169.04,59106.29,1747.99,3236.08,21668.99
2018/9/24,,2753.29,9337.51,1162.98,58887.53,1749.42,3219.16,21339.87
2018/9/21,2797.48,,9375.97,1149.53,58237.83,1756.12,3217.68,21536.74
2018/9/20,2729.24,2764.38,9360.87,1140.65,58231.57,1752.11,3180.43,21388.38
2018/9/19,2730.85,2740.68,9345.06,1134.1,58117.99,1749.8,3176.57,21280.78
2018/9/18,2699.95,2742.98,9315.77,1123.03,57527.82,1744.42,3139.34,21228.23
2018/9/17,2651.79,2752.13,9271.53,1099.5,57048.33,1718.39,3141.4,21111.4
2018/9/14,2681.64,,9270.76,1094.73,57632.29,1722.21,3161.42,20885.43
2018/9/13,2686.58,,9248.99,1084.54,57493.38,1717.96,3131.77,20846.18
2018/9/12,2656.11,2809.87,9195.57,1071.32,56858.6,1679.39,3124.65,20963
2018/9/11,2664.8,2832.98,9225.57,1055.9,57575.14,1672.42,3109.91,20853.84
2018/9/10,2669.48,2849.41,9048.63,1043.46,57843.93,1691.51,3120.92,20918.9
2018/9/7,2702.3,,9095.39,1050.51,57580.05,1689.49,3134.39,20447.69
2018/9/6,2691.59,2826.6,9101.6,1054.36,58469.6,1693.94,3147.69,20527.22
2018/9/5,2704.34,2818.44,9228,1068.88,58735,1686.37,3156.28,20581.78
2018/9/4,2750.58,2837.17,9292.15,1082.21,59418.32,1714.41,3210.51,20601
2018/9/3,2720.73,2829.58,9257.29,1085.19,60312.92,1721.21,3207.2,20395.79
2018/8/31,2725.25,,9313.2,1092.29,60201.08,1721.58,3213.48,20269.47
2018/8/30,2737.74,2840.16,9339.88,1075.55,60690.32,1720.43,3225.72,20495.1
2018/8/29,2769.29,2832.05,9362.67,1085.01,61225.82,1722.26,3243.92,20760.07
2018/8/28,2777.98,2818.19,9214.02,1078.28,61426.67,1718.15,3247.55,20620.05
2018/8/27,2780.9,2829.72,9206.42,1084.13,61083.54,1717.24,3225.62,20797.82
2018/8/24,2729.43,,9159.63,1064.46,59900.47,1703.82,3213,20741.96
2018/8/23,2724.62,,9139.87,1043.99,60044.45,1704.8,3249.89,20608.51
2018/8/22,2714.61,,9162.61,1065.34,59546.09,1698.3,,20699.7
2018/8/21,2733.83,,9115.78,1072.12,59283.11,1694.63,3199.89,20783.79
2018/8/20,2698.47,,9109.15,1065.34,58371.01,1701.42,3204.71,20470.97
2018/8/17,2668.97,,9052.77,1052.74,58130.92,1690.04,3209.44,20415.27
2018/8/16,2705.19,2803.32,8998.91,1066.51,58921.44,1680.96,3211.93,20524.13
2018/8/15,2723.26,2817.98,8987.49,1055.24,,1676.29,3234.12,
2018/8/14,2780.96,2840.89,8971.94,1081.5,59114.08,1695.35,3242.87,20906.35
2018/8/13,2785.87,2847.14,8945.04,1059.76,58882.57,,3245.34,20969.26
2018/8/10,2795.31,,9010.61,1056.93,58783.91,1705.96,3284.78,21090.78
2018/8/9,2794.38,2920.11,8940.19,1097.33,60455.75,1722.48,3326.74,21634.25
2018/8/8,2744.07,2948.65,8872.09,1113.78,60097.89,1721.64,3326.74,21790.3
2018/8/7,2779.37,2951.07,8875.73,1147.16,59950.14,1707.26,3340,21853.81
2018/8/6,2705.16,2977.78,8903.13,1138.57,59707.8,1696.24,3285.34,21580.18
2018/8/3,2740.44,,8864.52,1145.08,59605.67,1712.09,3265.73,21586.85
2018/8/2,2768.02,2973.94,8849.16,1140.96,59484.35,1708.28,3286.32,21414.72
2018/8/1,2824.53,2978.54,8859.92,1160.09,60226.42,1722.01,3328.95,21791.45
2018/7/31,2876.4,2955.95,8922.09,1173.06,59964.47,1701.79,3319.85,22215.69
2018/7/30,2869.05,2965.51,8921.38,1162.42,60334.84,,3307.15,21941.01
2018/7/27,2873.59,,8996.16,1151.74,59650.51,,3324.98,21955.08
2018/7/26,2882.23,2948.8,8932.48,1148.79,59871.2,1701.87,3328.6,21862.87
2018/7/25,2903.65,2944.67,8933.89,1141.7,58978.27,1690.08,3326.83,21561.46
2018/7/24,2905.56,2925.74,8901.32,1143.81,58629.5,1674.22,3292.65,21874.69
2018/7/23,2859.54,2932.04,8872.56,1129.92,57787.35,1675.75,3293.71,21605.21
2018/7/20,2829.27,,8955.54,1114.59,57303.81,1671.06,3297.83,21794.6
2018/7/19,2772.55,2926.04,8917.59,1124.43,56585.5,1646.89,3277.58,21885.4
2018/7/18,2787.26,2931.9,8946.1,1144.72,56440.97,1635.85,3240.5,21972.22
2018/7/17,2798.13,2913.14,8978.89,1165.14,56483.22,1626.07,3239.64,21977.82
2018/7/16,2814.04,2919.46,8980.31,1180.64,56205.55,1627.69,3232.79,21822.96
2018/7/13,2831.18,,9024.19,1189.35,56594.71,1643.52,3260.35,21892.35
2018/7/12,2837.66,2884.22,8985.47,1177.5,56671.44,1640.93,3253.01,21790.12
2018/7/11,2777.77,2892.43,9001.39,1186.36,56544.08,1636.63,3249.08,21708.06
2018/7/10,2827.63,2895.64,9022.93,1202.42,57041.58,1643.6,3274.83,22057.3
2018/7/9,2815.11,2875.32,9061.65,1193.17,56413.96,1622.96,3228.82,22033.44
2018/7/6,2747.23,,9084.04,1173.47,56497.02,1614.76,3191.82,21925.51
2018/7/5,2733.88,2880.42,9062.85,1171.64,56719.88,1601.42,3256.71,21914.29
2018/7/4,2759.13,2861.16,9025.64,1147.53,56939.41,1629.2,3244.89,21686.61
2018/7/3,2786.89,2838.53,9053.59,1147.47,56393.58,1626.62,3235.9,21764.16
2018/7/2,2775.56,2829.16,8942.47,1151.66,55627.24,1607.27,3238.94,21427.2
2018/6/29,2847.42,,8943.13,1154.16,55954.44,1595.58,3268.7,21626.27
2018/6/28,2786.9,2821,8998.79,1125.13,55169.77,1599.54,3257.57,21432.34
2018/6/27,2813.18,2814.89,8996.52,1124.84,56101.8,1618.66,3254.77,21557.91
2018/6/26,2844.51,2836.01,8989.8,1113.6,56264.51,1623.98,3280.87,21419.27
2018/6/25,2859.34,2867.85,8996.24,1120.23,56416.37,1622.28,3260.84,21355.19
2018/6/22,2889.76,,8999.37,1125.41,56610.74,1634.98,3287.4,21888.47
2018/6/21,2875.81,2928.17,8998.78,1110.79,56425.25,1634.44,3300,21673.11
2018/6/20,2915.73,2922.57,8905.79,1119.21,56638.39,1664.26,3315.9,22120.58
2018/6/19,2907.82,2939.33,8863.24,1096.92,55911.98,1639.54,3301.35,22084.33
2018/6/18,,2982.58,8974.23,1100.63,56474,1679.68,3324.04,22099.27
2018/6/15,3021.9,,8975.75,1117.04,57693.09,1704.82,3356.73,22190.45
2018/6/14,3044.16,3038.23,8978.18,1140.97,58603.93,1709.86,3356.73,22486.32
2018/6/13,3049.8,3051.14,8977.31,1147.57,58686.19,1718.34,3392.51,22216.18
2018/6/12,3079.8,3078.96,8958.81,,58975.59,1727.29,3430.69,22119.76
2018/6/11,3052.78,3097.38,8959.81,1142.02,58680.16,1723.11,3441.69,22086.2
2018/6/8,3067.15,,8938.45,1142.9,59015.21,1722.04,3436.37,21355.98
2018/6/7,3109.5,3041.72,8899.52,1171.22,59412.76,1733.05,3473.08,21767.6
2018/6/6,3115.18,3055.74,8813.45,1177.73,59080.88,1738.7,3467.81,21807.59
2018/6/5,3114.21,3044.77,8757.04,1172.77,59089.6,1732.71,3483.16,21750.15
2018/6/4,3091.19,3034.64,,1179.78,58206.49,1721.29,3467.48,22009.95
2018/6/1,3075.14,,8636.16,1164.37,57890.11,1719.82,3427.51,22109.55
2018/5/31,3095.47,2964.13,8658.79,1162.98,,1726.97,3428.18,21784.18
2018/5/30,3041.44,2909.28,8647.86,1162.96,57282.73,1725.14,3443.95,21797.82
2018/5/29,3120.46,2924.94,8635.86,1154.9,57871.23,,3518.48,21350.88
2018/5/28,3135.08,2929.97,8645.2,1167.21,58330.15,1734.54,3518.48,21932.69
2018/5/25,3141.3,,8638.4,1169.93,58233.23,1741.21,3513.23,22398.15
2018/5/24,3154.65,2954.46,8590.77,1173.63,58189.49,1732.51,3528.92,22749.08
2018/5/23,3168.96,2946.67,8553.23,1174.71,58033.72,1753.6,3496.27,22911.71
2018/5/22,3214.35,2973.1,8613.32,1202.04,59015.14,1760.71,3543.18,23216.57
2018/5/21,3213.84,2947.08,8615.72,1191.86,59335.68,1768.31,3548.23,23092.38
2018/5/18,3193.3,,8657.33,1173.14,58740.33,1754.17,3529.27,23449.65
2018/5/17,3154.28,2912.62,8603.38,1181.61,59337.27,1751.2,3536.76,23801.99
2018/5/16,3169.57,2931.59,8555.51,1189.77,59791.27,1750.62,3533.05,23734.22
2018/5/15,3192.12,2936.75,8708.78,1178.76,59723.95,1766.86,3540.23,24297.17
2018/5/14,3174.03,2905.03,8713.23,1202.56,60738.69,1773.1,3562.46,24221.47
2018/5/11,3163.26,,8676.69,1193.98,60784.11,1765.93,3570.17,24159.34
2018/5/10,3174.41,2881.8,8637.72,1179.63,60091.26,1746.89,3537.59,24033.9
2018/5/9,3159.15,2889.7,8619.83,,59691.85,1756.9,3548.54,24266.56
2018/5/8,3161.5,2948.84,8594.59,1142.13,58869,1760.25,3543.17,24142.54
2018/5/7,3136.64,2962.84,8587.94,1153.85,58596.43,1779.8,3532.86,24544.26
2018/5/4,3091.03,,8549.37,1146.61,58883.65,1779.87,3545.38,24335.02
2018/5/3,3100.86,2947.99,8546.88,1128.22,,1790.8,3575.68,24064.46
2018/5/2,3081.18,3002.96,8494.24,1136.56,60066.46,1791.13,3615.28,24265.61
2018/5/1,,3030.75,8435.97,,,,,
2018/4/30,,3065.96,8443.58,1153.96,59932.46,1780.11,3613.93,23979.37
2018/4/27,3082.23,,8370.37,1167.12,59567.47,1778.02,3577.21,23927.61
2018/4/26,3075.03,3042.82,8282.05,1146.85,59628.04,1773.2,3570.02,24039.63
2018/4/25,3117.97,3026.32,,1137.62,59243.55,1779.52,3568.01,23801.2
2018/4/24,3128.93,3034.27,8288.64,1153.83,59485.35,1788.2,3584.56,24035.49
2018/4/23,3068.01,3061.97,8303.62,1144.66,59952.53,1790.14,3579.54,23982.52
2018/4/20,3071.54,,8323.22,1145.8,60144.37,1801.28,3573.38,23829.34
2018/4/19,3117.38,3082.09,8373.03,1153.59,60629.81,1794.94,3598.73,23792.04
2018/4/18,3091.4,3087.75,8369.49,1154.55,60517.08,1771.56,3557.82,23759.88
2018/4/17,3066.8,3131.33,8344.52,1121.48,60294.06,1755.53,3498.2,23649.04
2018/4/16,3110.65,3140.48,8406.35,1085.16,60264.16,,3497.19,23329.31
2018/4/13,3159.05,,8414.77,1104.51,60477.53,,3501.3,23330.32
2018/4/12,3180.16,3094.4,8404.22,1125.09,60393.23,1767.17,3468.61,23304.88
2018/4/11,3208.08,3132.97,8453.72,1083.53,59740.56,1763.22,3479.76,23012.86
2018/4/10,3190.32,3089.8,8469.77,1090.79,59860.3,1760.95,3466.38,23173.68
2018/4/9,3138.29,3082.13,8454.13,1094.98,59699.72,1751.27,3449.96,23053.99
2018/4/6,,,8393.27,1236.48,59553.13,,3442.5,22929.87
2018/4/5,,3083.37,8363.99,1253.47,59244.04,1739.92,3405.65,22969.5
2018/4/4,3131.11,3091.15,8398.08,1240.39,58354.95,1724.98,3339.7,22442.78
2018/4/3,3136.63,3100.39,8329.93,1237.06,58902.2,1765.24,3412.15,22510.33
2018/4/2,3163.18,3106.95,,1234.06,,1782.28,3430.76,
2018/3/30,3168.9,,,1249.41,,1776.26,3427.97,
2018/3/29,3160.53,3108.53,8319.07,1246.98,58377.42,1766.92,3427.97,22411.15
2018/3/28,3122.29,3090.54,8388.08,1226.8,58176.39,1784.99,3382.78,22331.36
2018/3/27,3166.65,3092.85,8508.12,1243.99,59077.72,1802.58,3439.35,22209.75
2018/3/26,3133.72,3103.8,8432.41,1230.96,58965.53,1801.1,3412.46,22011.76
2018/3/23,3152.76,,8515.36,1261.44,59436.36,1794.21,3421.39,22289.1
2018/3/22,3263.48,3149.53,8600.81,1258.89,59862.55,1798.55,3491.37,22397.84
2018/3/21,3280.95,3206.7,8608.29,1270.08,60932.26,1801.43,3511.13,22820.12
2018/3/20,3290.64,3182.8,8487.15,1256,59959.9,1799.84,3513.31,22798.15
2018/3/19,3279.25,3183.41,8492.12,1241.28,59596.35,1799.79,3498.29,22633.1
2018/3/16,3269.88,,8477.08,1254.29,60391.42,1811.76,3512.14,22857.69
2018/3/15,3291.11,3197.3,8467.33,1247.28,61156.91,1816.08,3517.73,22713.47
2018/3/14,3291.38,3167.22,8432.63,1251.19,61399.9,1813.4,3539.41,22452.34
2018/3/13,3310.24,3166.43,8473.14,1285.8,61740.09,1809.9,3553.73,22690.98
2018/3/12,3326.7,3165.51,8463.99,1283.18,62241.93,1800.32,3540.19,22764.91
2018/3/9,3307.17,,8390.01,1285.53,61688.08,1775.37,3485.57,22745.6
2018/3/8,3288.41,3157.45,8358.7,,61036.99,1778.9,3480.44,22731.1
2018/3/7,3271.67,3181.96,8284.34,1270.17,61635.69,1781.64,3450.69,22473.47
2018/3/6,3289.64,3204.91,8327.66,1281.43,61118.06,1799.06,3491.92,22202.5
2018/3/5,3256.93,3206.56,8279.83,1279.51,60854.63,1808.89,3438.61,21819.91
2018/3/2,3254.53,,8288.42,1261.63,60580.36,1811.98,3479.2,21912.14
2018/3/1,3273.75,3208.98,8342.71,1274.18,61116.96,,3513.85,22448.38
2018/2/28,3259.41,3244.12,8373.82,1285.47,61703.18,1830.13,3517.94,22607.61
2018/2/27,3292.07,3286.48,8360.38,1310.84,62928.22,1830.39,3540.39,22724.46
2018/2/26,3329.57,3306.53,8340.53,1324.62,62659.44,1834.18,3555.85,22706.21
2018/2/23,3289.02,,8301.72,,62665.06,1808.06,3533.22,22672.15
2018/2/22,3268.56,3286.54,8266.88,1301.01,62717.27,1788.63,3488.46,22463.51
2018/2/21,,3285.64,8200.27,1291.19,62603.25,1801.16,3516.23,22653.01
2018/2/20,,3270.34,8098.27,1264.68,62858.56,1801.02,3476.53,22673.56
2018/2/19,,3298.07,8115.25,1259.01,62803.65,1809.67,3487.88,22568.92
2018/2/16,,,8125.31,1263.27,62818.71,1805.89,3443.51,22797.88
2018/2/15,,3330.44,8063.33,1262.27,63078.16,1800.86,3443.51,22495.64
2018/2/14,3199.16,3336.12,8058.8,1244.85,63500.92,1792.09,3402.86,22433.75
2018/2/13,3184.96,3341.46,8122.22,1226.92,63008.51,1800.03,3415.07,22034.42
2018/2/12,3154.13,3314.93,8059.06,1206.22,62602.34,1799.45,3384.98,22336.78
2018/2/9,3129.85,,8092.37,1185.79,61952.62,1786.45,3377.24,22166.75
2018/2/8,3262.05,3325.62,8177.14,1210.69,62604.89,1786.66,3415.9,22466.6
2018/2/7,3309.26,3353.98,8194.73,1242.53,63262.13,1785.44,3383.77,22986.18
2018/2/6,3370.65,3326.47,,1232.69,62527.37,1788.43,3406.38,22347.01
2018/2/5,3487.5,3378.14,8241.83,1263.77,64685.64,1810.32,3482.93,22821.63
2018/2/2,3462.08,,8415.29,1272.76,65021.36,1827.35,3529.82,23202.66
2018/2/1,3446.98,3412.26,8383.87,1293.1,65585.79,1833.6,3547.23,23541.46
2018/1/31,3480.83,3394.36,8442.01,1282.36,66048.17,1826.86,3533.99,23507.06
2018/1/30,3488.01,3439.91,8298.58,1274.94,66153.16,1826.61,3548.74,23480.92
2018/1/29,3523,3455.24,8327.59,1275.57,66769.38,1837.49,3577.07,23801.55
2018/1/26,3558.13,,8311.42,1286.7,66861.37,1828.88,3567.14,23856.99
2018/1/25,3548.31,3468.65,8369.78,1311.21,66561.79,1819.29,3572.62,23719.81
2018/1/24,3559.47,3463.48,8324.09,1292.32,67339.21,1838.96,3609.24,23622.62
2018/1/23,3546.5,3478.7,8307.63,1283.75,67529.39,1831.78,3592.08,23836.6
2018/1/22,3501.36,3501.33,8335.36,1285.33,67308.69,1824.06,3569.43,23890.18
2018/1/19,3487.86,,8289.96,1270.92,66897.08,1821.34,3550.36,23749.22
2018/1/18,3474.75,3531.05,8272.67,1279.28,66709.12,1819.32,3521.31,23630.81
2018/1/17,3444.67,3542.44,8297.67,1264.7,66685.33,1828.88,3541.91,23514.67
2018/1/16,3436.59,3525.59,8250.54,1261.09,66437.64,1821.83,3550.21,23495.28
2018/1/15,3410.49,3495.81,8211.37,1264.3,65503.35,1822.66,3536.41,23543.55
2018/1/12,3428.94,,8242.35,1261.07,65465.65,1810.19,3520.56,23429.83
2018/1/11,3425.34,3494.63,8250.44,1248.75,65379.88,1802.8,3512.68,23305.26
2018/1/10,3421.83,3499.36,8364.9,1234.64,64884.73,1794.92,3520.45,23157.42
2018/1/9,3413.9,3503.44,8433.23,1229.15,65404.37,1795.21,3524.65,23004.98
2018/1/8,3409.48,3490.16,8425.48,,65805.97,1792.81,3512.18,22845.69
2018/1/5,3391.75,,8455.55,1219.89,65314.32,1795.45,3489.45,22762.29
2018/1/4,3385.71,3463.57,8443.5,1214.17,65297.96,1791.02,3501.16,22512.13
2018/1/3,3369.11,3458.79,8424.91,1183.06,63896.32,1778.53,3464.28,21904.56
2018/1/2,3348.33,3411.17,,,,,3430.3,21845.16
2018/1/1,,,,,,,3402.92,
2017/12/29,3307.17,,8398.08,1154.43,63746.2,1753.71,3402.92,21853.34
2017/12/28,3296.38,3370.07,8408.53,1150.58,64053.47,1743.29,3399.1,22120.95
2017/12/27,3275.78,3345.66,8376.43,1148.92,63918.87,1752.89,3391.67,22201.27
2017/12/26,3306.12,3332.21,,1144.97,,1752.48,3378.16,
2017/12/25,3280.46,3355,,1143.94,,1750.22,,
2017/12/22,3297.06,,8396.43,1135.7,63237.38,1742.08,3385.71,22209.05
2017/12/21,3300.06,3365.09,8364.44,1126.97,63477.25,1736.91,3382.53,22240.25
2017/12/20,3287.61,3369.85,8383.56,1129.33,63355.53,1738.16,3394.87,22109.65
2017/12/19,3296.54,3359.18,8401.2,1134.58,63406.04,1732.31,3404.47,22274.97
2017/12/18,3267.92,3371.78,8344.15,1147.91,63538.95,1723.71,3414.82,22390.53
2017/12/15,3266.14,,8360.86,1148.27,62619.6,1717.69,3416.94,22094.04
2017/12/14,3292.44,3355.4,8323.75,1153.32,62916.39,1714.99,3435.78,22191.74
2017/12/13,3303.04,3404.09,8284.58,1141.5,62547.97,1706.93,3468.77,22400.19
2017/12/12,3280.81,3453.99,8280.81,1149.88,62532.46,1702.17,3465.54,22727.32
2017/12/11,3322.2,3414.05,8277.51,1144.35,62000.65,,3460.45,22690.98
2017/12/8,3289.99,,8235.09,1119.54,62430.24,1706.52,3424.64,22773.8
2017/12/7,3272.05,3393.46,8172.6,1119.51,62164.65,1703.37,3388.14,22459.51
2017/12/6,3293.96,3394.51,8130.86,1131.38,62165.24,1694.39,3397.21,22307.28
2017/12/5,3303.68,3393.74,8176.21,1134.25,62507.04,,3438.06,22416.31
2017/12/4,3309.62,3431.81,8184.87,1133.87,62350.23,1697.61,3438.47,22362.11
2017/12/1,3317.62,,8188.83,1133.33,62031.02,1699.65,3449.54,22106.1
2017/11/30,3317.19,,8186.82,1131.56,62440.31,1697.39,3433.54,22368.29
2017/11/29,3337.86,3420.17,8141.96,1144.68,62962.26,1705.33,3438.99,22325.94
2017/11/28,3333.66,3428.75,8141.49,1159.41,63961.27,1706.52,3442.35,22291.77
2017/11/27,3322.23,3444.56,8176.1,1160.56,64177.91,1695.67,3436.36,22176.7
2017/11/24,3353.82,,8130.29,1166.09,63857.97,1695.84,3442.15,22416.31
2017/11/23,3351.92,3460.93,8101.95,1158.62,64207.77,1707.38,3423.17,22397.78
2017/11/22,3430.46,3444.93,8104.99,1159.11,63993.34,1713.13,3430.02,22315.24
2017/11/21,3410.5,3410.99,8088.48,1147.61,64010.67,1710.48,3423.38,22326.44
2017/11/20,3392.4,3416.72,8089.8,1128.72,63621.92,1714.38,3386.59,22189.25
2017/11/17,3382.91,,8061.98,1132.45,63047.02,1709.38,3382.38,22092.95
2017/11/16,3399.25,3460.21,8034.7,1126.52,62299.29,1691.25,3341.3,22206.6
2017/11/15,3402.52,3467.56,7999.94,1116.53,62345.85,1690.26,3368.7,22158.88
2017/11/14,3429.55,3488.99,8008,1136.86,63256.2,1702.63,3399.09,22297.08
2017/11/13,3447.84,3477.74,7976.43,1148.79,63160.3,1687.05,3419.13,22437.64
2017/11/10,3432.67,,7974.43,1156.74,63415.6,1689.28,3420.1,22560.79
2017/11/9,3427.79,3449.81,8021.09,1161.38,63923.62,1703.03,3423.91,22641.31
2017/11/8,3415.46,3414.92,8040.42,1150.36,64617.71,1714.65,3421.25,22831.3
2017/11/7,3413.57,3480.7,8049.67,1146.98,65134.28,1712.75,3413.1,22962.59
2017/11/6,3388.17,3544.08,8053.63,,64565.59,1711.74,3381.85,23002.85
2017/11/3,3371.74,,8065.12,1109.38,64214.11,1701.47,3382.31,23014.13
2017/11/2,3383.31,3622.24,8083.06,1118.66,64375.83,1701.93,3380.5,23046.05
2017/11/1,3395.91,3634.72,8053.81,1126.43,,1714.55,3391.61,22991.99
2017/10/31,3393.34,3635.87,8146.34,1113.41,64866.57,1721.37,3374.08,22793.69
2017/10/30,3390.34,3629.86,8143.98,1124.05,64640.8,1718.66,3375.97,22752.89
2017/10/27,3416.81,,8084.99,1118.62,64054.62,1716.03,3386.44,22665.03
2017/10/26,3407.57,3651.1,8086.74,1118.19,63342.71,,3356.25,22807.42
2017/10/25,3396.9,3665.36,8122.67,1118.13,63158.16,1708.84,3343.88,22446.39
2017/10/24,3388.25,3641.44,8130.1,1127.03,63016.86,1701.81,3334.67,22629.57
2017/10/23,3380.7,3618.24,,1131.08,63714.74,,3349.8,22379.16
2017/10/20,3378.65,,8129.55,1134.45,63719.57,1692.58,3340.73,22346.85
2017/10/19,3370.17,3672.77,8124.07,1138.64,63745,1683.43,3334.91,22133.21
2017/10/18,3381.79,3645.44,8115.02,1147.79,64474.44,1707.53,3329.03,22354.69
2017/10/17,3372.04,3643.37,8112.05,1146.62,64854.15,1724.47,3329.03,22337.78
2017/10/16,3378.47,3657.48,8090.73,1158.24,65435.72,1726.67,3323.06,22428.31
2017/10/13,3390.52,,8089.32,1156.64,65318.72,,3319.11,22413.54
2017/10/12,3386.1,3660.27,8068.12,1143.96,65529.1,1712.48,3303.09,22398.51
2017/10/11,3388.28,3637.55,8060.98,1143.32,65733.79,1714.14,3280.28,22552.21
2017/10/10,3382.99,3608.82,8037.81,1134.86,65046.57,1706.95,3288.95,22335.91
2017/10/9,3374.38,3610.82,8010.28,1132.45,64755.22,1692.22,3291.56,22476.75
2017/10/6,,,7977.34,1134.3,64456.06,1695.97,3291.29,22392.31
2017/10/5,,3591.1,7974.7,1144.05,64185.71,1690.87,3261.84,22566.03
2017/10/4,,3598.65,7949.69,1137.14,63825.7,1687.77,3236.65,22456.38
2017/10/3,,3570.2,7933.42,1129.9,64407.81,1689.97,3246.08,22784.82
2017/10/2,,3561.2,7928.89,1128.69,64486.26,1688.64,3262.1,22811.19
2017/9/29,3348.94,,7930.4,1136.75,64289.69,1673.16,3219.91,22696.32
2017/9/28,3339.64,3563.99,7913.62,1125.56,63729.77,1666.36,3227.14,22587.67
2017/9/27,3345.27,3561.73,7913.78,1126.94,63573.49,1670.27,3236.15,22622.19
2017/9/26,3343.58,3561.05,7887.18,1127.26,63700.76,1669.75,3212.04,22430.65
2017/9/25,3341.55,3569.42,7869.77,1130.54,63895.84,1667.59,3215.91,22389.57
2017/9/22,3352.53,,7814.78,1123.24,64397.32,1659.05,3220.25,22530.83
2017/9/21,3357.81,,7795.41,1120.13,64209.19,1670.49,3213.82,22491.73
2017/9/20,3366,3632.54,7819.24,1122.43,64749.5,1670.65,3218.07,22355.58
2017/9/19,3356.84,3655.07,7764.53,1108.71,64750.09,1672.59,3225.95,22425.42
2017/9/18,3362.86,3660.48,7758.71,1119.14,64647.04,1670.2,3241.85,22364.74
2017/9/15,3353.62,,7762.66,1123.43,64535.67,1660.53,3209.56,22229.49
